PR AUC, F1 Score, Precision, Recall
0.6181968667869391, 0.7012987012987013, 0.010927353014010743, 0.9269316311540134
0.6006793396731871, 0.6419753086419753, 0.010603360120785025, 0.9229337177009859
0.3591720909302718, 0.5208333333333334, 0.009900340712889935, 0.9395226267535465
0.5770433797676429, 0.5975103734439834, 0.010293647340197868, 0.9021710178916021
0.5103115209498962, 0.6108374384236454, 0.009873975739629974, 0.9103725811800347
